6638518163787,-2.328361,2.6013002,5.8502316
6638718211454,-0.46806642,2.1906946,9.606734
6638918475496,-0.062249243,2.1811178,10.5440645
6639118274746,-0.4357447,1.7381904,9.489418
6639318827579,-0.37229836,1.2126632,9.277532
6639518722496,-2.2409728,-1.0857705,9.069236
6639709448413,-5.9759274,-4.489128,4.8973393
6639909802163,-10.603919,-2.315193,6.171055
6640112214580,-3.678691,-1.7250223,-2.6563668
6640309211205,-12.440272,-3.6367924,3.3662477
6640498295080,-8.117541,-5.899313,1.5215151
6640689158913,-8.985439,-1.5682021,1.009156
6640889872289,-7.15986,-8.2516165,3.0454245
6641077986455,-6.0046577,-4.507085,2.5079262
6641278360247,-5.9723363,-9.320627,2.1739352
6641469116497,-5.011064,-5.0014873,1.5227122
6641658333747,-0.18674773,-3.309984,3.4703953
6641850050456,0.11372458,-9.5013895,2.6396074
6642049474081,-0.8834604,-9.405622,2.0614076
6642238187456,-0.34356794,-9.471462,2.3630772
6642438232414,-0.21308395,-9.648633,1.7513585
6642631576914,-1.7238252,-10.172963,-0.8678981
6642829322206,-0.82121116,-9.458294,-0.15322891
6643029036665,-2.5019407,-9.648633,0.21308395
6643229845165,-2.291251,-12.576741,3.490746
6643418143081,-1.0510546,-9.0081835,-0.770933
6643618280082,-1.9907787,-6.1195793,3.9624038
6643809484082,-5.0397944,-7.165846,4.110844
6644009825957,-0.35194764,-12.780249,-4.453215
6644198225207,-0.9911995,-8.479065,0.10654198
6644389540040,-3.4009635,-10.423157,3.3315318
6644578697499,-5.153519,-10.850522,5.433641
6644778672499,-4.4819455,-7.277176,0.34356794
6644978565874,-9.661801,-11.566388,8.967483
6645169551207,4.808754,-1.7764976,3.5098996
6645358672166,-5.409699,-6.5086374,-0.35194764
6645558529166,-4.497508,-8.700529,0.63087213
6645750105124,-6.362591,-12.484565,3.040636
6645938560416,0.18315643,0.81642276,-0.7745243
6646129781999,-7.4004774,-12.553997,6.9383965
6646318784666,0.9564836,-9.645041,-0.5267244
6646518205416,-4.5561657,-7.357382,-1.9644425
6646710734666,-3.7672763,-13.860034,0.7793127
6646898573791,0.2896984,-15.618575,-3.9707835
6647089703958,-1.5143325,-4.569334,0.7793127
6647289345583,-6.232107,-5.2026005,2.3403323
6647490782250,-0.15442601,-7.088034,-3.681085
6647689381083,-1.8590976,-9.003395,-0.50517654
6647889156792,-7.1383123,-11.149797,5.2660465
6648078327125,-1.721431,-12.591106,3.2920272
6648278344375,1.8782512,-5.2301335,2.456451
6648478250376,-2.3546975,-20.03468,1.0570401
6648678242209,-3.8618474,-7.53575,15.201983
6648870127042,-2.837129,-9.519346,-0.78170687
6649069342126,-4.296395,-9.76954,1.8195933
6649269220959,-3.657143,-6.655881,-0.79128367
6649468227168,-4.19105,-6.5206084,2.4361002
6649658247043,-0.90500826,-14.60463,-2.2840683
6649858544709,-2.2888567,-7.2568254,6.5110316
6650058586085,-2.7617116,-8.8645315,-0.04189853
6650258489251,-6.3111157,-10.551247,4.7285485
6650458805001,-4.35625,-6.136339,-0.8355764
6650649236502,-5.0266266,-7.3609734,4.4687777
6650838136252,3.681085,-4.8398786,-1.377863
6651038524127,-5.8095303,-6.731298,-0.3842694
6651238111710,-5.5270147,-10.488997,-0.44651863
6651438170419,-0.50517654,-16.45894,-6.5361705
6651631182169,-2.4181437,-4.31914,1.0785879
6651818735460,-17.282545,-16.528372,8.4826565
6652018360461,-0.5422867,-9.546879,-2.791639
6652209194294,-3.490746,-7.8757267,-0.20709845
6652411237586,-4.959589,-12.23078,0.1388637
6652609385961,2.267309,-15.67005,1.447295
6652809477211,0.9983821,-3.3985693,0.5781997
6652998247253,-11.514913,-6.6187706,1.733402
6653198424628,-4.1491513,-9.952697,-4.9188876
6653398715836,-2.5929205,-7.026982,-0.23702596
6653598446211,-9.376891,-11.672931,3.551798
6653798717045,-3.7936125,-6.4068837,-2.2936451
6653998245711,0.92176765,-4.0174704,1.6376339
6654189307545,3.7313633,-9.719262,10.70687
6654378058587,-5.7269306,-7.0102224,0.3184288
6654578234545,-5.650316,-10.388441,0.04309563
6654778234295,-1.9297266,-17.521965,-10.155006
6654978074795,-2.336741,-3.526659,0.62368953
6655177988170,-15.7586355,-13.447034,8.452729
6655378331379,0.59136784,-7.77517,-3.5051112
6655578519837,-4.226963,-6.839037,0.2645593
6655771971879,-3.7780502,-11.824963,0.4237737
6655969518504,4.2940006,-18.904617,1.7525556
6656169241379,1.3934253,-3.9252937,0.7098808
6656358095963,-13.679272,-7.9092455,4.2580876
6656550074796,-2.7329812,-7.255628,-4.7620673
6656749544463,-0.60214174,-8.671799,0.45489833
6656949561921,-6.2608376,-10.948685,5.8562174
6657150086713,2.4768016,-6.5481415,-0.020350715
6657349620588,-0.80445176,-3.6104562,1.9081788
6657549429380,3.6391866,-18.449718,-0.8858546
6657748234213,-3.3854012,-5.197812,7.9834657
6657938340338,-1.7357962,-10.247183,0.016759412
6658138139630,-4.3155484,-14.391546,-1.5741876
6658329212839,-6.087258,-4.856638,-0.4177882
6658518228880,-7.240066,-13.154942,7.753622
6658709971089,1.804031,-10.41358,-3.3399115
6658909252630,-2.920926,-7.6710224,1.2042835
6659109131881,-4.1539397,-13.081918,0.90261406
6659298829464,3.8953662,-17.962498,1.8064252
6659489949172,-0.30286652,-3.1890767,0.36272156
6659679946131,-14.324509,-6.841431,4.0773253
6659857962964,-1.0929531,-9.32781,-5.0278234
6660058539589,-2.2852654,-7.237672,-0.91099375
6660258046173,-5.007473,-13.097481,5.813122
6660451055006,1.1456255,-14.854824,5.3199162
6660638110215,1.1456255,-3.5625722,0.89902276
6660838144256,-3.345897,-5.686229,2.337938
6661038224131,-6.455965,-11.016919,-3.1004913
6661238558090,-1.6998832,-8.423999,-0.46567222
6661438281007,-9.0081835,-9.203311,3.8905778
6661638498590,-5.3235073,-6.159084,-1.8136078
6661838482257,-0.7194576,-5.6527104,2.100912
6662029529715,4.7740383,-15.065515,13.794193
6662229223382,-5.481525,-6.1985884,-1.2976574
6662431245757,-5.1343656,-8.859743,2.4660277
6662629513007,-3.1711202,-14.562732,-6.0285997
6662829508674,-3.7433343,-3.8391025,0.22625206
6663029803549,-28.30545,-24.37417,12.400767
6663218128258,1.055843,-11.014524,-3.606865
6663409409716,-2.267309,-7.702147,0.48482585
6663609148049,-5.3725886,-12.898762,-0.6799533
6663809694091,5.163096,-16.802507,2.8778305
6664009925716,0.557849,-3.1004913,0.94211835
6664209164383,-0.02873042,-14.325706,4.0761285
